UTC,Open,High,Low,Close,Volume
01.01.2024 00:00:00 UTC,2062.598,2066.595,2062.405,2063.615,0.46798
02.01.2024 00:00:00 UTC,2063.625,2078.825,2055.818,2059.455,28.260549
03.01.2024 00:00:00 UTC,2059.475,2065.835,2030.515,2042.895,29.19898
04.01.2024 00:00:00 UTC,2042.865,2050.855,2036.155,2044.098,20.91487
05.01.2024 00:00:00 UTC,2044.128,2063.838,2024.255,2045.355,32.12988
07.01.2024 00:00:00 UTC,2044.385,2045.565,2042.805,2044.195,0.5798
08.01.2024 00:00:00 UTC,2044.235,2046.525,2016.604,2030.665,26.1721
09.01.2024 00:00:00 UTC,2030.665,2041.898,2026.015,2030.665,30.02886
10.01.2024 00:00:00 UTC,2030.674,2040.135,2020.395,2026.695,25.361747
11.01.2024 00:00:00 UTC,2026.735,2043.864,2013.225,2035.125,38.202376
12.01.2024 00:00:00 UTC,2035.055,2062.145,2029.975,2048.675,31.59247
14.01.2024 00:00:00 UTC,2048.498,2048.605,2046.235,2047.505,0.58797
15.01.2024 00:00:00 UTC,2047.525,2058.505,2045.675,2053.895,17.61705
16.01.2024 00:00:00 UTC,2054.025,2054.435,2024.165,2028.045,36.053597
17.01.2024 00:00:00 UTC,2028.055,2032.815,2001.755,2009.465,34.72768
18.01.2024 00:00:00 UTC,2009.505,2024.555,2005.705,2023.675,23.40883
19.01.2024 00:00:00 UTC,2023.675,2039.278,2020.325,2029.375,24.96022
21.01.2024 00:00:00 UTC,2029.715,2029.715,2026.848,2027.535,0.45693
22.01.2024 00:00:00 UTC,2027.505,2032.005,2016.448,2020.635,25.63094
23.01.2024 00:00:00 UTC,2020.695,2037.808,2019.515,2029.255,25.79772
24.01.2024 00:00:00 UTC,2029.255,2036.575,2011.105,2016.265,28.91398
25.01.2024 00:00:00 UTC,2016.305,2025.175,2009.455,2020.565,27.71491
26.01.2024 00:00:00 UTC,2020.625,2026.715,2015.845,2017.915,19.82595
28.01.2024 00:00:00 UTC,2024.215,2028.384,2021.185,2021.775,1.13863
29.01.2024 00:00:00 UTC,2021.855,2037.465,2019.195,2031.035,21.68385
30.01.2024 00:00:00 UTC,2031.045,2048.448,2028.935,2036.335,26.59499
31.01.2024 00:00:00 UTC,2036.365,2055.878,2031,2039.825,32.983592
01.02.2024 00:00:00 UTC,2039.855,2065.348,2029.905,2054.745,34.904939
02.02.2024 00:00:00 UTC,2054.725,2057.545,2027.635,2039.275,31.44945
04.02.2024 00:00:00 UTC,2040.054,2042.034,2038.854,2039.115,0.585
05.02.2024 00:00:00 UTC,2039.155,2039.745,2014.835,2025.005,20.88759
06.02.2024 00:00:00 UTC,2025.005,2038.785,2022.795,2035.175,20.12218
07.02.2024 00:00:00 UTC,2035.135,2044.465,2030.505,2036.395,24.741867
08.02.2024 00:00:00 UTC,2036.395,2038.635,2020.095,2034.185,23.12049
09.02.2024 00:00:00 UTC,2034.205,2037.058,2020.195,2024.155,22.002335
