UTC,Open,High,Low,Close,Volume
01.04.2020 00:00:00.000 UTC,1578.538,1581.188,1576.348,1580.038,0.88808
01.04.2020 01:00:00.000 UTC,1580.038,1581.988,1578.908,1580.028,1.29896
01.04.2020 02:00:00.000 UTC,1580.028,1583.445,1579.268,1582.825,0.93817
01.04.2020 03:00:00.000 UTC,1582.825,1584.808,1582.368,1584.328,0.75073
01.04.2020 04:00:00.000 UTC,1584.328,1588.628,1584.238,1586.568,0.981475
01.04.2020 05:00:00.000 UTC,1586.568,1589.118,1583.488,1587.748,1.244375
01.04.2020 06:00:00.000 UTC,1587.688,1590.128,1584.588,1586.728,3.011155
01.04.2020 07:00:00.000 UTC,1586.728,1599.988,1586.728,1595.768,3.403575
01.04.2020 08:00:00.000 UTC,1595.768,1597.738,1591.998,1594.898,1.09013
01.04.2020 09:00:00.000 UTC,1594.888,1596.828,1592.068,1594.238,1.24406
01.04.2020 10:00:00.000 UTC,1594.238,1595.098,1591.538,1592.318,0.8849
01.04.2020 11:00:00.000 UTC,1592.318,1594.708,1587.428,1588.365,2.299325
01.04.2020 12:00:00.000 UTC,1588.395,1588.405,1579.658,1583.945,3.96125
01.04.2020 13:00:00.000 UTC,1583.775,1584.815,1571.765,1581.058,4.057757
01.04.2020 14:00:00.000 UTC,1580.918,1589.608,1576.318,1586.538,4.7166
01.04.2020 15:00:00.000 UTC,1586.378,1593.288,1584.068,1592.438,4.31568
01.04.2020 16:00:00.000 UTC,1592.578,1593.608,1577.798,1582.308,2.85258
01.04.2020 17:00:00.000 UTC,1582.268,1583.678,1577.785,1582.188,3.181705
01.04.2020 18:00:00.000 UTC,1582.168,1590.598,1581.708,1590.548,2.51261
01.04.2020 19:00:00.000 UTC,1590.398,1592.648,1585.388,1588.748,3.12617
01.04.2020 20:00:00.000 UTC,1588.748,1591.348,1586.588,1589.595,0.64663
01.04.2020 22:00:00.000 UTC,1588.468,1594.698,1586.778,1593.348,0.92297
01.04.2020 23:00:00.000 UTC,1593.338,1595.728,1590.798,1591.008,1.32225
02.04.2020 00:00:00.000 UTC,1591.028,1592.988,1585.558,1586.958,2.61592
02.04.2020 01:00:00.000 UTC,1587.018,1587.018,1582.878,1585.575,2.21355
02.04.2020 02:00:00.000 UTC,1585.615,1586.028,1582.868,1584.638,1.48709
02.04.2020 03:00:00.000 UTC,1584.638,1585.718,1583.738,1585.288,0.57679
02.04.2020 04:00:00.000 UTC,1585.288,1585.678,1582.818,1584.658,0.72028
02.04.2020 05:00:00.000 UTC,1584.638,1588.018,1583.588,1585.688,1.38739
02.04.2020 06:00:00.000 UTC,1585.688,1592.748,1585.088,1591.498,3.20128
02.04.2020 07:00:00.000 UTC,1591.498,1599.128,1591.348,1592.208,2.49091
02.04.2020 08:00:00.000 UTC,1592.218,1593.418,1586.375,1586.798,1.95068
02.04.2020 09:00:00.000 UTC,1586.778,1590.818,1585.185,1589.808,1.77301
02.04.2020 10:00:00.000 UTC,1589.868,1592.718,1587.378,1592.468,1.719185
02.04.2020 11:00:00.000 UTC,1592.628,1596.208,1591.488,1595.198,1.54615
02.04.2020 12:00:00.000 UTC,1595.308,1610.458,1595.208,1601.028,5.76127
02.04.2020 13:00:00.000 UTC,1601.035,1610.198,1600.998,1606.108,4.205283
02.04.2020 14:00:00.000 UTC,1606.008,1613.108,1602.368,1608.008,5.00623
02.04.2020 15:00:00.000 UTC,1607.988,1611.748,1603.985,1607.868,3.580545
02.04.2020 16:00:00.000 UTC,1607.868,1613.348,1606.408,1612.808,3.21581
02.04.2020 17:00:00.000 UTC,1612.808,1616.55,1610.468,1615.408,2.029175
02.04.2020 18:00:00.000 UTC,1615.408,1615.448,1608.098,1613.848,1.530865
02.04.2020 19:00:00.000 UTC,1614.008,1619.94,1613.545,1613.848,1.904467
02.04.2020 20:00:00.000 UTC,1613.848,1617.198,1609.508,1611.118,0.726125
02.04.2020 22:00:00.000 UTC,1611.388,1617.398,1609.608,1610.118,0.431195
02.04.2020 23:00:00.000 UTC,1610.118,1615.418,1609.728,1612.475,0.40834
03.04.2020 00:00:00.000 UTC,1612.495,1612.878,1608.345,1609.218,1.487465
03.04.2020 01:00:00.000 UTC,1609.218,1613.698,1608.318,1610.438,1.76377
