UTC,Open,High,Low,Close,Volume
01.09.2022 00:00:00.000 UTC,1708.794,1708.794,1705.438,1705.904,1.16352
01.09.2022 01:00:00.000 UTC,1705.844,1707.194,1703.248,1703.328,1.33859
01.09.2022 02:00:00.000 UTC,1703.318,1706.118,1702.174,1704.474,0.80379
01.09.2022 03:00:00.000 UTC,1704.494,1706.168,1704.098,1704.514,0.67484
01.09.2022 04:00:00.000 UTC,1704.484,1704.898,1702.584,1702.898,0.71374
01.09.2022 05:00:00.000 UTC,1702.888,1708.434,1702.648,1707.378,0.90518
01.09.2022 06:00:00.000 UTC,1707.394,1707.658,1703.348,1706.864,1.75733
01.09.2022 07:00:00.000 UTC,1706.864,1707.114,1704.568,1705.004,1.84239
01.09.2022 08:00:00.000 UTC,1704.998,1704.998,1700.458,1702.044,2.20047
01.09.2022 09:00:00.000 UTC,1702.044,1708.604,1702.018,1705.784,1.91286
01.09.2022 10:00:00.000 UTC,1705.713,1705.79,1699.878,1701.938,1.70868
01.09.2022 11:00:00.000 UTC,1701.933,1703.818,1700.988,1701.704,2.07124
01.09.2022 12:00:00.000 UTC,1701.674,1703.994,1694.844,1700.974,3.34577
01.09.2022 13:00:00.000 UTC,1700.974,1701.995,1694.528,1698.888,3.86806
01.09.2022 14:00:00.000 UTC,1698.888,1698.888,1688.668,1692.225,4.31553
01.09.2022 15:00:00.000 UTC,1692.128,1698.784,1691.995,1695.448,2.76427
01.09.2022 16:00:00.000 UTC,1695.478,1699.588,1694.784,1694.854,2.38941
01.09.2022 17:00:00.000 UTC,1694.848,1699.088,1694.348,1696.954,1.45309
01.09.2022 18:00:00.000 UTC,1696.964,1698.318,1694.388,1694.484,1.71029
01.09.2022 19:00:00.000 UTC,1694.454,1696.868,1694.434,1694.594,1.72814
01.09.2022 20:00:00.000 UTC,1694.594,1697.708,1694.164,1697.298,0.47323
01.09.2022 22:00:00.000 UTC,1696.608,1697.548,1695.328,1695.478,0.25077
01.09.2022 23:00:00.000 UTC,1695.448,1697.758,1694.868,1697.018,0.33427
02.09.2022 00:00:00.000 UTC,1697.034,1699.164,1696.824,1697.841,0.57742
02.09.2022 01:00:00.000 UTC,1697.848,1699.104,1696.558,1697.585,1.18629
02.09.2022 02:00:00.000 UTC,1697.585,1698.658,1696.178,1698.608,0.76996
02.09.2022 03:00:00.000 UTC,1698.638,1700.204,1698.304,1699.424,0.8601
02.09.2022 04:00:00.000 UTC,1699.404,1699.854,1698.508,1699.164,0.5735
02.09.2022 05:00:00.000 UTC,1699.108,1701.574,1698.768,1701.548,0.93119
02.09.2022 06:00:00.000 UTC,1701.538,1703.258,1700.368,1702.618,1.77021
02.09.2022 07:00:00.000 UTC,1702.588,1704.454,1700.908,1703.578,1.82281
02.09.2022 08:00:00.000 UTC,1703.588,1704.548,1702.004,1704.434,1.6595
02.09.2022 09:00:00.000 UTC,1704.444,1707.048,1704.198,1706.904,1.253
02.09.2022 10:00:00.000 UTC,1706.913,1707.255,1704.908,1705.444,1.38783
02.09.2022 11:00:00.000 UTC,1705.438,1706.838,1704.488,1705.698,1.74125
02.09.2022 12:00:00.000 UTC,1705.728,1714.684,1704.098,1708.734,4.294546
02.09.2022 13:00:00.000 UTC,1708.734,1712.958,1706.028,1712.064,4.71576
02.09.2022 14:00:00.000 UTC,1712.064,1717.878,1711.064,1717.124,3.79879
02.09.2022 15:00:00.000 UTC,1717.138,1717.494,1712.738,1716.114,2.84902
02.09.2022 16:00:00.000 UTC,1716.114,1716.404,1712.744,1713.964,2.12842
02.09.2022 17:00:00.000 UTC,1713.984,1714.184,1709.388,1710.748,2.67068
02.09.2022 18:00:00.000 UTC,1710.748,1715.534,1710.748,1713.444,1.82035
02.09.2022 19:00:00.000 UTC,1713.428,1713.428,1708.678,1709.545,1.51328
02.09.2022 20:00:00.000 UTC,1709.545,1712.748,1709.178,1711.278,0.26236
04.09.2022 22:00:00.000 UTC,1712.598,1713.001,1709.524,1710.024,0.48909
04.09.2022 23:00:00.000 UTC,1710.094,1710.094,1707.804,1707.995,0.47739
05.09.2022 00:00:00.000 UTC,1707.995,1709.738,1707.574,1708.804,0.89611
05.09.2022 01:00:00.000 UTC,1708.804,1712.664,1708.504,1711.624,1.40642
05.09.2022 02:00:00.000 UTC,1711.624,1712.058,1708.378,1711.134,1.21985
05.09.2022 03:00:00.000 UTC,1711.108,1712.764,1710.608,1711.894,0.65627
05.09.2022 04:00:00.000 UTC,1711.938,1713.948,1711.424,1712.834,0.72742
05.09.2022 05:00:00.000 UTC,1712.834,1713.764,1710.888,1713.194,1.09555
05.09.2022 06:00:00.000 UTC,1713.194,1713.194,1709.394,1711.548,1.50059
05.09.2022 07:00:00.000 UTC,1711.548,1711.638,1708.14,1710.631,1.77329
05.09.2022 08:00:00.000 UTC,1710.64,1713.964,1710.601,1711.795,1.38286
05.09.2022 09:00:00.000 UTC,1711.795,1714.474,1710.385,1714.048,1.38875
05.09.2022 10:00:00.000 UTC,1714.108,1715.668,1712.823,1714.655,1.11107
05.09.2022 11:00:00.000 UTC,1714.665,1715.555,1712.465,1713.598,1.19126
05.09.2022 12:00:00.000 UTC,1713.578,1713.708,1711.434,1712.535,1.26314
05.09.2022 13:00:00.000 UTC,1712.544,1713.535,1710.978,1711.684,1.37061
05.09.2022 14:00:00.000 UTC,1711.605,1712.571,1710.321,1711.748,1.1906
05.09.2022 15:00:00.000 UTC,1711.755,1711.875,1709.895,1710.338,0.88015
05.09.2022 16:00:00.000 UTC,1710.354,1712.118,1710.078,1712.044,0.66596
05.09.2022 17:00:00.000 UTC,1712.038,1712.168,1710.274,1710.274,0.19635
05.09.2022 18:00:00.000 UTC,1710.274,1710.515,1709.328,1710.448,0.11119
05.09.2022 22:00:00.000 UTC,1709.418,1713.238,1708.541,1712.848,0.31865
05.09.2022 23:00:00.000 UTC,1712.848,1714.298,1712.318,1713.928,0.3861
06.09.2022 00:00:00.000 UTC,1713.928,1726.566,1713.478,1723.764,1.76211
06.09.2022 01:00:00.000 UTC,1723.808,1723.818,1716.754,1718.154,1.30942
06.09.2022 02:00:00.000 UTC,1718.135,1720.108,1716.998,1719.588,0.85369
06.09.2022 03:00:00.000 UTC,1719.628,1720.134,1717.003,1717.628,0.82588
06.09.2022 04:00:00.000 UTC,1717.658,1718.614,1715.174,1715.498,0.79761
06.09.2022 05:00:00.000 UTC,1715.468,1719.008,1714.893,1717.673,1.0587
06.09.2022 06:00:00.000 UTC,1717.674,1720.664,1715.994,1720.048,1.6696
06.09.2022 07:00:00.000 UTC,1720.048,1720.048,1713.523,1715.628,2.44482
06.09.2022 08:00:00.000 UTC,1715.619,1716.028,1712.758,1713.369,2.05523
06.09.2022 09:00:00.000 UTC,1713.369,1713.369,1710.994,1711.298,1.7531
06.09.2022 10:00:00.000 UTC,1711.298,1713.104,1710.593,1712.621,1.82595
06.09.2022 11:00:00.000 UTC,1712.621,1714.554,1711.648,1714.464,1.77972
06.09.2022 12:00:00.000 UTC,1714.434,1714.938,1706.826,1707.639,2.92138
06.09.2022 13:00:00.000 UTC,1707.708,1711.698,1705.748,1708.728,4.34949
06.09.2022 14:00:00.000 UTC,1708.648,1709.354,1702.208,1703.508,5.33432
06.09.2022 15:00:00.000 UTC,1703.538,1707.224,1701.208,1702.994,3.5188
06.09.2022 16:00:00.000 UTC,1702.994,1704.324,1700.978,1701.448,2.68274
06.09.2022 17:00:00.000 UTC,1701.448,1703.674,1700.268,1700.904,2.56377
06.09.2022 18:00:00.000 UTC,1700.914,1701.988,1699.888,1699.928,1.89727
06.09.2022 19:00:00.000 UTC,1699.928,1702.294,1699.708,1700.018,2.1146
06.09.2022 20:00:00.000 UTC,1699.988,1702.038,1699.948,1701.928,0.49917
06.09.2022 22:00:00.000 UTC,1701.868,1702.264,1700.218,1700.304,0.62084
06.09.2022 23:00:00.000 UTC,1700.294,1703.738,1699.804,1703.374,0.77372
07.09.2022 00:00:00.000 UTC,1703.408,1703.678,1692.478,1696.051,1.74797
07.09.2022 01:00:00.000 UTC,1696.064,1698.564,1694.236,1696.864,1.93446
07.09.2022 02:00:00.000 UTC,1696.864,1697.528,1694.328,1694.998,2.11357
07.09.2022 03:00:00.000 UTC,1694.944,1695.658,1692.288,1693.284,1.52183
07.09.2022 04:00:00.000 UTC,1693.284,1694.584,1691.218,1693.538,1.27959
07.09.2022 05:00:00.000 UTC,1693.554,1696.248,1693.393,1696.058,1.10616
07.09.2022 06:00:00.000 UTC,1696.048,1699.583,1694.076,1698.978,1.80401
