UTC,Open,High,Low,Close,Volume
06.02.2026 00:00:00.000 UTC,4703.265,4706.855,4678.825,4681.665,0.8637700000000003
06.02.2026 00:15:00.000 UTC,4681.705,4729.755,4654.355,4723.525,1.3764100000000001
06.02.2026 00:30:00.000 UTC,4723.555,4760.075,4707.255,4757.255,1.3264799999999999
06.02.2026 00:45:00.000 UTC,4757.645,4764.025,4738.615,4762.295,1.0266
06.02.2026 01:00:00.000 UTC,4762.275,4762.835,4692.648,4746.399,2.5831399999999998
06.02.2026 01:15:00.000 UTC,4746.399,4761.709,4702.728,4710.508,1.84102
06.02.2026 01:30:00.000 UTC,4710.508,4746.465,4703.915,4740.895,1.19222
06.02.2026 01:45:00.000 UTC,4740.825,4784.255,4735.745,4773.725,0.90483
06.02.2026 02:00:00.000 UTC,4773.765,4796.315,4759.705,4787.095,0.95599
06.02.2026 02:15:00.000 UTC,4786.905,4821.125,4782.215,4819.955,0.68716
06.02.2026 02:30:00.000 UTC,4820.075,4846.045,4808.775,4825.595,1.05628
06.02.2026 02:45:00.000 UTC,4826.165,4831.925,4808.068,4815.995,1.0744900000000002
06.02.2026 03:00:00.000 UTC,4815.905,4838.825,4808.465,4814.095,0.7052599999999999
06.02.2026 03:15:00.000 UTC,4814.095,4827.675,4800.745,4810.845,0.65638
06.02.2026 03:30:00.000 UTC,4810.869,4824.645,4800.288,4804.785,0.7890100000000001
06.02.2026 03:45:00.000 UTC,4804.415,4826.295,4804.315,4823.995,0.48495999999999995
06.02.2026 04:00:00.000 UTC,4823.915,4827.305,4814.525,4818.609,0.5593699999999999
06.02.2026 04:15:00.000 UTC,4818.739,4827.425,4806.895,4826.245,0.36044999999999994
06.02.2026 04:30:00.000 UTC,4826.285,4831.445,4819.205,4821.785,0.37272000000000005
06.02.2026 04:45:00.000 UTC,4821.805,4824.045,4809.805,4813.185,0.29454
06.02.2026 05:00:00.000 UTC,4814.105,4825.185,4807.075,4823.375,0.37479999999999997
06.02.2026 05:15:00.000 UTC,4823.375,4851.865,4818.735,4851.785,0.41133
06.02.2026 05:30:00.000 UTC,4851.765,4871.005,4836.375,4865.075,0.8726499999999999
06.02.2026 05:45:00.000 UTC,4865.095,4897.565,4861.785,4896.978,0.7478400000000001
06.02.2026 06:00:00.000 UTC,4896.885,4902.975,4864.898,4866.025,0.88242
06.02.2026 06:15:00.000 UTC,4865.875,4871.815,4847.675,4852.689,1.1645500000000002
06.02.2026 06:30:00.000 UTC,4852.689,4866.405,4835.995,4845.625,0.81837
06.02.2026 06:45:00.000 UTC,4845.605,4855.655,4824.548,4845.895,0.6534699999999999
06.02.2026 07:00:00.000 UTC,4845.925,4854.215,4837.435,4848.428,0.50517
06.02.2026 07:15:00.000 UTC,4848.375,4861.485,4842.115,4858.545,0.5513499999999999
06.02.2026 07:30:00.000 UTC,4858.195,4859.565,4847.175,4856.555,0.45043
06.02.2026 07:45:00.000 UTC,4856.525,4856.705,4839.725,4840.185,0.58046
06.02.2026 08:00:00.000 UTC,4840.185,4853.065,4828.575,4850.845,1.00522
06.02.2026 08:15:00.000 UTC,4850.855,4874.035,4847.685,4866.979,0.57937
06.02.2026 08:30:00.000 UTC,4866.969,4881.829,4854.835,4859.698,0.65888
06.02.2026 08:45:00.000 UTC,4859.695,4864.115,4852.035,4861.279,0.8005
06.02.2026 09:00:00.000 UTC,4861.279,4871.185,4839.045,4839.725,0.5900700000000001
06.02.2026 09:15:00.000 UTC,4839.695,4866.485,4837.905,4863.065,0.4330000000000001
06.02.2026 09:30:00.000 UTC,4863.035,4872.438,4858.098,4858.138,0.34435999999999994
06.02.2026 09:45:00.000 UTC,4857.435,4870.598,4855.805,4866.388,0.45304000000000005
06.02.2026 10:00:00.000 UTC,4866.165,4877.818,4865.558,4871.758,0.40452000000000005
06.02.2026 10:15:00.000 UTC,4871.675,4875.945,4851.555,4854.639,0.46085
06.02.2026 10:30:00.000 UTC,4854.669,4877.855,4852.278,4875.165,0.45643
06.02.2026 10:45:00.000 UTC,4875.125,4879.875,4866.935,4878.185,0.37593000000000004
06.02.2026 11:00:00.000 UTC,4878.075,4887.575,4863.468,4884.215,0.5618100000000001
06.02.2026 11:15:00.000 UTC,4884.055,4893.675,4878.228,4890.489,0.56343
06.02.2026 11:30:00.000 UTC,4890.549,4893.195,4879.878,4886.675,0.55891
06.02.2026 11:45:00.000 UTC,4886.385,4895.498,4882.208,4886.735,0.43138
06.02.2026 12:00:00.000 UTC,4886.725,4903.165,4883.475,4895.595,0.5597799999999999
06.02.2026 12:15:00.000 UTC,4895.655,4896.245,4871.555,4877.355,0.39998999999999996
06.02.2026 12:30:00.000 UTC,4877.395,4895.655,4876.855,4894.175,0.3244700000000001
06.02.2026 12:45:00.000 UTC,4894.205,4903.035,4893.875,4900.125,0.34755
06.02.2026 13:00:00.000 UTC,4900.145,4926.825,4896.965,4909.405,1.09797
06.02.2026 13:15:00.000 UTC,4909.385,4928.048,4904.735,4908.649,0.92975
06.02.2026 13:30:00.000 UTC,4908.469,4938.035,4908.329,4931.808,0.78074
06.02.2026 13:45:00.000 UTC,4931.808,4934.445,4921.898,4928.605,0.8419599999999999
06.02.2026 14:00:00.000 UTC,4928.625,4932.445,4909.608,4921.695,0.5497800000000002
06.02.2026 14:15:00.000 UTC,4921.725,4926.205,4894.135,4904.855,0.60693
06.02.2026 14:30:00.000 UTC,4904.805,4946.898,4897.285,4932.099,1.1946899999999998
06.02.2026 14:45:00.000 UTC,4932.245,4949.408,4926.818,4947.058,1.4525700000000001
06.02.2026 15:00:00.000 UTC,4947.038,4964.338,4938.618,4947.628,1.25344
06.02.2026 15:15:00.000 UTC,4947.688,4959.665,4934.898,4955.275,1.00525
06.02.2026 15:30:00.000 UTC,4955.295,4960.255,4938.775,4942.355,0.8343
06.02.2026 15:45:00.000 UTC,4942.415,4950.585,4928.055,4943.365,0.77369
06.02.2026 16:00:00.000 UTC,4943.455,4950.138,4936.978,4940.585,0.7210300000000001
06.02.2026 16:15:00.000 UTC,4940.545,4945.685,4921.578,4938.255,0.5887800000000001
06.02.2026 16:30:00.000 UTC,4938.225,4948.055,4929.458,4939.825,0.61399
06.02.2026 16:45:00.000 UTC,4939.865,4953.095,4936.035,4951.455,0.5413600000000001
06.02.2026 17:00:00.000 UTC,4951.525,4960.555,4948.925,4957.378,0.44554
06.02.2026 17:15:00.000 UTC,4957.378,4959.225,4952.495,4954.485,0.37056000000000006
06.02.2026 17:30:00.000 UTC,4954.505,4968.255,4947.805,4953.975,0.61076
06.02.2026 17:45:00.000 UTC,4953.995,4963.895,4953.645,4960.165,0.35258
06.02.2026 18:00:00.000 UTC,4960.305,4970.898,4958.545,4965.238,0.63678
06.02.2026 18:15:00.000 UTC,4965.238,4966.048,4943.615,4955.805,0.68406
06.02.2026 18:30:00.000 UTC,4955.935,4965.315,4951.388,4964.195,0.28779
06.02.2026 18:45:00.000 UTC,4964.215,4968.245,4960.525,4962.245,0.23112
06.02.2026 19:00:00.000 UTC,4962.285,4963.085,4953.505,4958.455,0.26156999999999997
06.02.2026 19:15:00.000 UTC,4958.435,4961.885,4956.935,4957.315,0.24029999999999999
06.02.2026 19:30:00.000 UTC,4957.365,4958.505,4948.505,4951.785,0.26997000000000004
06.02.2026 19:45:00.000 UTC,4951.625,4962.605,4951.585,4957.015,0.24576
06.02.2026 20:00:00.000 UTC,4957.065,4958.995,4950.825,4953.065,0.29610000000000003
06.02.2026 20:15:00.000 UTC,4952.985,4956.825,4946.445,4954.645,0.29801999999999995
06.02.2026 20:30:00.000 UTC,4954.755,4954.795,4936.385,4943.745,0.45659
06.02.2026 20:45:00.000 UTC,4943.955,4953.835,4940.025,4953.098,0.52081
06.02.2026 21:00:00.000 UTC,4953.098,4958.135,4946.195,4949.335,0.15086
06.02.2026 21:15:00.000 UTC,4949.365,4954.755,4947.315,4953.615,0.13025
06.02.2026 21:30:00.000 UTC,4953.645,4963.708,4953.565,4959.988,0.26345
06.02.2026 21:45:00.000 UTC,4959.609,4967.598,4957.138,4964.298,0.44999999999999996
